富裕,富有
卷铺盖,炒鱿鱼
车资,车费
倾盖论交,车笠之盟
门庭若市,车水马龙
满坑满谷,车载斗量
车费,车资
语调,腔调
撕裂,扯破
胡诌,扯谈
透骨,彻骨
彻上彻下,彻里彻外
彻里彻外,彻上彻下
彻里彻外,彻头彻尾
通宵,彻夜
撤消,撤除
废除,撤废
退却,撤退
后退,撤退退却
撤除,撤消
打消,撤销
革职,撤职
透澈,澈底
大澈大悟,澈底觉悟
砭骨,澈骨
灰尘,尘埃
红尘,尘凡
凡间,尘寰
凡间,尘间
凡间,尘世
尘务,尘事
灰尘,尘土
尘事,尘务
寂静,沉寂
沉醉,沉浸
平静,沉静
重病,沉痾
迷恋,沉沦
埋没,沉没
烦闷,沉闷
着迷,沉迷
沉溺,沉湎
缄默沉静,沉默
迷恋,沉溺
沦落,沉溺堕落
甜睡,沉睡
覃思,沉思
悲痛,沉痛
闭月羞花,沉鱼落雁
极重繁重,沉重
冷静,沉着
沉痾,沉
抱残守缺,陈陈相因
迂腐,陈腐
成规,陈规
痕迹,陈迹
陈腐,陈旧
千篇一律,陈旧见解
腐朽,陈旧迂腐
管鲍之交,陈雷之契
陈设,陈列
展览场,陈列所
报告,陈述
报告,陈说
报告,陈诉
旧帐,陈帐
早安,晨安
晓风,晨风
晨曦,晨光
旦夕,晨夕
晨光,晨曦
肇事,闯祸
突入,闯入
肇事,闯事
渲染,衬着
歌颂,称道
称王称帝,称孤道寡
称呼,称号
称谓,称呼
托病,称疾
合身,称身
歌颂,称颂
称孤道寡,称王称帝
称呼,称谓
致谢,称谢
快意,称心
遂心如愿,称心快意
心满意足,称心满意
得偿所愿,称心如意
歌颂,称扬
歌颂,称誉
歌颂,称赞
顺便,趁便
随波逐流,趁波逐浪
看风使舵,趁风扬帆
满腔怒火,义愤填膺
乘隙,趁机
一气呵成,趁热打铁
赶早,趁早
充排场,撑场面
支持,撑持
本钱,成本
发展,成长
构怨,成仇
身分,成分
乐成,成功
陈规,成规
结果,成果
结婚,成婚
结果,成绩
立室,成家
克绍箕裘,成家立业
偏见,成见
成绩,成就
建立,成立
老例,成例
登龙术,成名术
制品,成品
结婚,成亲
玉成,成全
三五成群,成群结队
杀身成仁,成仁取义
谋事在人,成事在人
整天,成天
羽化,成仙
结果,成效
裁缝,成衣
针言,成语
匠意于心,成竹在胸
半数,折半
报告,呈文
出现,呈现
包办,承办
负担,承担
负担,承当
承袭,承继
答应,承诺
太平,承平
承先启后,承前启后
领情,承情
认可,承认
承先启后,承上启下
蒙受,承受
承继,承袭
承上启下,承先启后
诚实,诚笃
坐卧不宁,诚惶诚恐
老实,诚恳
诚笃,诚实
恳切,诚心
全心全意,诚心诚意
至心,诚意
金吾不禁,城开不夜
都会,城市
搭车,乘车
搭船,乘船
搭客,乘客
攻其不备,乘人之危
趁机,乘隙
攻其不备,乘虚而入
惩治,惩办
惩办,惩处
劝善,惩恶
处罚,惩罚
尊师重道,程门立雪
步伐,程序
饮茶,吃茶品茗
妒忌,吃醋
服法,吃法
用饭,吃饭
急急,吃紧
罗掘俱穷,吃尽当光
受惊,吃惊
刻苦,吃苦
忍苦,吃苦俭朴
亏损,吃亏
费力,吃力
劳而无功,吃力不讨好
不识时务,吃米不知米价
食斋,吃素
迟钝,痴钝
臃肿,痴肥
愚钝,痴顽
胡思乱想,痴心妄想
开禁,弛禁
减刑,弛刑
无妄之灾,池鱼之殃
沼泽,池沼
着名,驰名
想念,驰念
奔走,驰驱
驰名,驰誉
呆笨,迟笨
痴钝,迟钝
缓慢,迟缓
耽误,迟误
拖延,迟延
踌躇,迟疑
当机不断,迟疑不决
早晚,迟早
长期,持久
尸位素餐,持禄
平心而谈,持平立论
连续,持续
持疑不决,持疑不定
持疑不定,持疑不决
始终如一,持之以恒
庄重,持重
函牍,尺牍
标准,尺度
掌上河山,尺幅千里
函牍,尺简
函牍,尺书
函牍,尺素
老态龙钟,齿豁头童
羞耻,耻辱
讥笑,耻笑
开辟,斥地
革退,斥革
尖兵,斥候
诃斥,斥骂
革退,斥退
求全谴责,斥责
遣散,斥逐
羞辱,赤诚
披肝沥胆,赤诚相见
忠心耿耿,赤胆忠心
光脚,赤脚
红军,赤军
血色,赤色
裸体,赤身
袒裼裸裎,赤身露体
手无寸铁,赤手空拳
至心,赤心
忠肝义胆,赤血丹心
小儿百姓,赤子
酷热,炽烈
酷热,炽热
党羽,翅膀
满盈,充斥
充任,充当
置之不理,充耳不闻
充实,充分
没收,充公
果腹,充饥
满盈,充满
撑场面,充排场
充足,充沛
充当,充任
满盈,充塞
充分,充实
凑数,充数
充斥,充溢
丰裕,充盈
充分,充裕
富足,充足
冒犯,冲犯
赴汤蹈火,冲锋陷阵
打击,冲击
冒犯,冲克
洗沐,冲凉
突破,冲破
突入,冲入
稚子,冲弱
冲洗,冲刷
辩论,冲突
要冲,冲要
冒犯,冲撞
蜩螗沸羹,虫鸣水沸
昆虫,虫豸
雕虫小技,虫篆之技
崇敬,崇拜
信仰,崇奉
高贵,崇高
高超,崇高高贵
崇拜,崇敬
痛爱,宠爱
溺爱,宠嬖
骄子,宠儿
宠信,宠任
生杀与夺,宠辱祸福
宠任,宠信
厚待,宠遇
剥削,抽剥
打秋风,抽丰
抽闲,抽空
哭泣,抽泣
抽空,抽暇
抽空,抽闲
发芽,抽芽
吸烟,抽烟
敌人,仇敌
愤恨,仇恨
对头,仇家
对头,仇人
中怀怨恨,仇隙在心
缱绻,绸缪
从前,畴前
曩昔,畴昔
满腹忧愁,愁肠百结
愁云满面,愁眉不展
没精打彩,愁眉苦脸
愁眉苦脸,愁眉锁眼
烦闷,愁闷
愁眉不展,愁云满面
浓厚,稠密
大庭广众,稠人广众
混杂,稠浊
准备,筹办
筹办,筹备
张罗,筹措
操持,筹划
策划,筹谋
筹议,筹商
打算,筹算
商量,筹议
报答,酬报
寒暄,酬酢
报答,酬金
报酬,酬劳
报答,酬谢
犹豫,踌躇
意得志满,踌躇满志
丑陋,丑恶
貌寝,丑陋
污名,臭名
声名狼藉,臭名远扬
臭名远扬,臭名昭着
出书,出版
发兵,出兵
生产,出产
进场,出场
来由,出处
堕落,出错
召盘,出顶
于归之喜,出阁之喜
特别,出格
乔迁之喜,出谷迁乔
着力,出力
特别卖力,出力异常
露马脚,出漏洞
神出鬼没,出没无常
行踪飘忽,出没无定
出头具名,出面
着名,出名
出谋献策,出谋划策
出谋划策,出谋献策
声东击西,出奇制胜
有缺,出缺
出人意料,出人意表
出人意表,出人意料
收支,出入
跬步不离,出入相随
精彩,出色
身世,出身
入迷,出神
出世,出生避世
作声,出声
失事,出事
脱手,出手
出版,出书
出面,出头具名
避难,出亡
前程,出息
脱险,出险
一言九鼎,出言如山
恶语伤人,出言无状
放洋,出洋
必不得已,出于无奈
开端,初步
首创,初创
早春,初春
初次,初度
底稿,初稿
低级,初级
开端,初阶
月朔,初一
眉月,初月
初衷,初志
初志,初衷
吊民伐罪,除暴安良
撤除,除掉
锄奸,除奸
革故鼎新,除旧更新
革职,除名
撤除,除去
荡瑕涤秽,除污去垢
大年夜,除夜
庖丁,厨子
除奸,锄奸
振弱除暴,锄强扶弱
蕴藏,储藏
储备,储蓄
积储,储蓄储存
积聚,储蓄积累
我见犹怜,楚楚可怜
悲凄,楚切
笞打,楚挞
到处,处处
不上不下,处境尴尬
处置惩罚,处理
童贞,处女
正法,处死
地方,处所
费尽心血,处心积虑
处理,处置
处理,处置惩罚
冒犯,触犯
举一反三,触类旁通
比比皆是,触目皆是
惹恼,触怒
挺立,矗立
臆测,揣测
推断,揣度
推断,揣摸
推测,揣摩
悬想,揣想
络绎不绝,川流不息
盘缠,川资
穿着,穿戴
穿房入户,穿房过屋
穿房过屋,穿房入户
流传,传播
宣称,传播鼓吹
传播,传布
转达,传达
通报,传递
列传,传记
布道,传教
感染,传染
流行症,传染病
感化,传染感动
逼真,传神
教授,传授
传闻,传说风闻
歌颂,传颂
听说,传闻
外扬,传扬
翻译员,传译员
码头,船埠
船主,船长
船坞,船厂
舟子,船夫
水费,船脚
甲板,船面
船厂,船坞
海员,船员
船长,船主
喘息,喘气
喘气,喘息
勾通,串连
半途,中途
迭床架屋,床上安床
囊空如洗,床头金尽
枕席,床笫
建立,创立
建立,创设
首创,创始
发起,创议
缔造,创作发明
奏乐,吹打
吹牛,吹法螺
立杆见影,吹糠见米
沿门托钵,吹箫吴市
吹捧,吹嘘
演奏,吹奏
烟火,炊火
膳食,炊事
渐渐,垂垂
钓鱼,垂钓
老迈,垂老
怜爱,垂怜
钓鱼,垂纶
看重,垂青
轻而易举,垂手可得
弥留,垂死
低头,垂头
半途而废,功败垂成
半途而废,功亏一篑
半吐半吞,欲言又止
半信半疑,将信将疑
伴侣,朋友
半夜,三鼓
半夜,午夜
半夜,子夜
半子,东床
半子,女婿
伴随,陪伴
伴随,陪同
伴同,随同
伴有,伴随
扮演,饰演
扮装,化装
邦本,国本
尊严,威严
邦本,国脉
邦畿,版图
邦家之光,国家荣誉
邦交,国交
摩拳擦掌,蠢蠢欲动
笨伯,蠢人
外号,绰号
词藻,词采
帮手,辅佐
帮手,副手
帮凶,爪牙
帮手,帮忙
似义词,词目
刀笔,词讼
词采,词藻
词翰,词章
好生之德,慈悲心肠
帮助,扶助
乌鸟私情,慈乌反哺
帮助,资助
绑缚,捆绑
帮助,匡助
榜书,署书
榜样,楷模
榜样,模范
傍边,当中
谈吐,辞吐
推却,辞谢
告别,辞行
文意,辞意
告老还乡,辞职归里
牝牡,雌雄
这次,此次
欲盖弥彰,此地无银三百两
今后,此后
现在,此刻
这天,此日
今生,此生
别的,此外
其中,此中
局内人,此中人
序次,次第
傍观,旁观
越日,次日
序次,次序
次第,次序递次
难听逆耳,刺耳
傍门,歪路
傍友,清客
棒棰,棒槌
光顾,赐顾
照顾,赐顾帮衬
见教,赐教
赐予,赐赉
给予,赐与
棒槌,棒棰
今后,从此
古往今来,从古到今
服从,从命
从容自在,从容自若
从容自若,从容自在
赶快,从速
重新,从头
从头至尾,从头到尾
从头到尾,从头至尾
重新,从新
堂兄弟,从兄弟
附属,从属
糟糕,蹩脚
包办,经办
金枝玉叶,皇亲国戚
调换,互换
聪明一世,聪明一世，胡涂一时
聪明一世,聪明一世，懵懂一时
猬集,丛集
簇集,丛聚
森林,丛林
拼集,凑合
奉迎,凑趣儿
充数,凑数
碌碌无为,凑数其间
大略,粗略
卤莽,粗莽
承诺,许诺
鲜亮,鲜明
浓郁,浓重
悄然,悄悄
粗糙,粗拙
丛聚,簇集
蜂拥,簇拥
窜扰,窜犯
潜伏,窜伏
篡改,窜改
逃匿,窜匿
窜犯,窜扰
包庇,偏护
包庇,容隐
敦促,催促
追讨,催讨
糟蹋,摧残浪费蹂躏
折辱,摧辱
华而不实,脆而不坚
青翠,翠绿
珠光宝气,翠绕珠围
乡人,村夫
牧歌,村歌
乡村,村落
村学,村塾
村学,村校
村塾,村学
乡村,村庄
村落,村子
备案,存案
请安,存候
关注,存眷
立足,存身
生死,存亡
请安,存问
包藏祸心,存心不良
包藏祸心,心怀叵测
包抄,包围
包袱,负担
包管,担保
包含,包罗
包涵,海涵
包涵,见谅
包涵,见原
包涵,留情
包涵,原谅
包罗,搜罗
包罗万象,一应俱全
包罗万象,应有尽有
包围,困绕
褒贬,批驳
包围,围困
包孕,包含
孢子,胞子
寸晷,寸阴
胞子,孢子
褒奖,嘉奖
宝贝,法宝
宝贝,瑰宝
宝贵,贵重
宝贵,名贵
宝缄,大札
宝塔,浮图
宝塔,浮屠
拉拢,撮合
宝穴,铜山
饱经风霜,坚苦卓绝
饱满,丰满
饱食,餍饫
保镖,保镳
保镳,警卫
保藏,收藏
保持,连结
保存,生存
保护,掩护
保护,护卫
保护,回护
宽容,宽大
保护,珍爱
保举,举荐
保举,推荐
保母,保姆
保姆,保母
乘船,搭船
援救,搭救
保守,守旧
保卫,捍卫
保卫,警备
保卫,守护
保卫,守卫
保养,调养
保证,包管
保重,珍重
鸨母,龟婆
堡垒,碉堡
报答,报酬
报酬,待遇
报答,答谢
复书,答信
答应,答允
梳妆,打扮
装束,打扮服装
恐吓,打单
打垮,打倒
盘算,打定
拿定主意,打定主意
报复,抨击
报道,报导
抱不平,行侠仗义
报告,敷陈
报告,告诉
击柝,打更
罔顾情面,打狗不看主人面
报告,讲述
报告,讲演
报告,申报
报告请示,汇报
报命,应命
打倒,打垮
审察,打量
狩猎,打猎
吵架,打骂
拍门,打门
冲破,打破
抽丰,打秋风
玩笑,打趣
打搅,打扰
报歉,道歉
报怨,埋怨
抱病,得病
抱病,扶病
抱病,害病
抱病,患病
抱病,染病
抱病,生病
抱病,罹病
抱残守缺,固步自封
抱残守缺,故步自封
抱残守缺,墨守成规
抱残守缺,因循守旧
抱负,理想
抱恨,含恨
抱恨,怀愁
抱恨,怀怨
抱恨,赍恨
抱歉,负疚
抱歉,歉仄
抱屈,负屈
抱屈,含冤
抱屈,受冤
轻盈,轻巧
若无其事,泰然自若
哄堂大笑,捧腹大笑
便捷,便利
跨越,逾越
设计,设想
人工流产,打胎
探询探望,打听
逆悖,悖逆
取消,打消
递眼色,打眼号
抱头,捧首
注射,打针
明白,大白
抱头,捧头
抱头鼠窜,狼狈而逃
抱头鼠窜,溜之大吉
抱头鼠窜,抛戈弃甲
抱怨,埋怨
抱怨,诉苦
娴静,恬静
明晃晃,亮堂堂
豹隐,遁世
暴跌,狂跌
暴发,爆发
暴风,狂风
暴光,曝光
暴戾恣睢,穷凶极恶
暴露,袒露
暴露,露出
暴虐,凶狠
暴虐,凶横
暴徒,大盗
暴徒,恶徒
暴徒,坏人
多数,大都
暴徒,奸人
暴躁,浮躁
暴躁,躁急
大略,大概马虎
暴躁,急躁
爆发,发作
爆仗,炮竹
卑鄙,粗俗
卑鄙,下游
卑鄙,庸俗
卑躬屈膝,奴颜婢色
卑躬屈膝,奴颜婢膝
卑躬屈膝,奴颜媚骨
卑贱,猥贱
卑劣,卑鄙
卑劣,拙劣
卑劣手段,鬼蜮伎俩
卑视,贱视
卑视,奴视
卑微,低微
痛惜,惋惜
透明,通明
杯水车薪,无济于事
悲哀,悲痛
悲悼,哀悼
悲悼,哀伤
悲悼,伤悼
悲忿,悲愤
悲愤,悲忿
悲观,灰心
悲观,颓废
悲观,消极
悲欢离合,离合悲欢
悲凉,凄凉
悲凄,凄切
悲伤,伤心
悲叹,叹伤
悲啼,哀号
悲啼,号哭
悲啼,号泣
悲恸,悲哀
难得,罕见
座无虚席,济济一堂
朴实无华,华而不实
天堑,通途
悲痛,哀思
悲痛,悲伤
隆重,盛大
模样,容貌
良好,优良
顽劣,恶劣
感召,感化
逆境,顺境
碑本,石本
释然,豁然
徜徉,徘徊
惊叹,惊讶
北斗,斗极
北风,冬风
北风,寒风
神奇,奇异
北里,勾栏
北里,娼寮
严重,严峻
甘拜下风,心悦诚服
硕大,巨大
局势,大势
洪流,大水
放肆,大肆
怒不可遏,大肆咆哮
大要,大体
稠人广众,大庭广众
小巧,玲珑
量力而行,量入为出
风雅,大雅
狂言,大言
喋不休,大言不惭
大概,大要
大雨如注,大雨滂沱
大雨滂沱,大雨如注
约莫,大约
剧盗,大贼
大吹牛皮,大张其词
主旨,大旨
雄心,大志
大抵,大致
普通化,大众化
民间文学,大众文学
备案,立案
背城借一,破釜沉舟
背道而驰,各走各路
背道而驰,南辕北辙
背工,后手
恶人得势,歹徒横行
代庖,代办
代理,代办署理
价钱,代价
代庖,代劳
署理,代理
代劳,代庖
取代,代替
动员,带动
留心,留神
坚决,坚定
毫不犹豫,当机立断
谦厚,谦逊
疲惫,怠倦
无奈,无法
指摘,指责
背工,回扣
披肝沥胆,丹成相许
肝胆相照,丹诚相许
方剂,丹方
图画,丹青
美术大师,丹青妙手
背工,夹帐
背景,后台
照常,照旧
修长,细长
不禁,不由
单元,单位
单位,单元
即时,立即
灰溜溜,兴冲冲
背景,靠山
倏地,快速
担当,担任
挑水,担水
延误,耽搁
迷恋,耽溺
延长,耽误
耽搁,耽延
胆大心小,胆大心细
胆大心细,胆大心小
触犯,冒犯
背景,配景
背理,悖理
背面,后背
阴森,阴沉
冒昧,轻率
背面,后头
背叛,叛逆
背叛,倒戈
背叛,反水
背注一掷,孤注一掷
背注一掷,决一死战
悖理,背理
被宠若惊,受宠若惊
投军,当兵
就地,当场
被骗,上当
被骗,上圈套
被骗,受骗
辈分,辈份
辈份,辈分
奔波,奔忙
奔驰,疾驰
奔放,旷达
奔腾,奔驰
奔走,驱驰
本地,当地
本地货,土产
本分,天职
本籍,原籍
本籍,祖籍
本家儿,事主
本来,原来
本来,正本
本领,伎俩
本领,技能花样
本领,技巧
本领,能力
本领,手段
本领,手腕
本末倒置,轻重倒置
本年,今年
本钱,资本
本日,今日
突兀,高耸
如实,照实
本日,今天
本色,本质
本身,自己
固然,当然
其时,当时
本事儿,当事者
本位主义,个人主义
本相,底细
长驱直入,当者披靡
本相,原形
本心,良心
本心,素心
本性,天性
本性,个性
本性难移,个性难改
本原,来源根基
本质,素质
党首,党魁
党魁,党首
伐毛洗髓,荡垢涤污
勾魂摄魄,荡气回肠
划船,荡舟
笨头笨脑,傻里傻气
笨重,粗笨
笨拙,鸠拙
笨嘴,笨口
崩溃,瓦解
崩溃,溃散
崩溃,溃逃
引火线,导火线
扶引,导引
滚瓜烂熟,倒背如流
授人以柄,倒持泰阿
颠三倒四,倒横直竖
逼不得已,必不得以
逼近,迫近
逼近,迫临
逼近,切近亲近
逼良为娼,迫良为娼
颠倒,倒置
作怪,捣蛋
逼迫,欺压
逼迫,强迫
奋发图强,蹈厉奋发
赴任,到差
加入,到场
随处,到处
东奔西走,到处奔跑
脍炙人口,到处颂扬
浪迹江湖,到处为家
抵家,到家
来临,到临
得手,到手
逼迫,强制
逼上梁山,铤而走险
山寨,盗窟
盗首,盗魁
偷窃,盗窃
偷取,盗取
盗魁,盗首
地方不宁,盗贼四起
作别,道别
品德,道德
庆贺,道贺
玄门,道教
逼真,真切
鼻祖,开山祖师
羽士,道士
耳食之闻,道听涂说
致谢,道谢
比方,例如
比方,譬喻
比方,歧
比划,比画
恰当,得当
解围,得救
冒犯,得罪
电话,德律风
元配,德配
宽猛相济,德威并用
品德,德行
德行,德性
确当,的当
简直,的确
丁一卯二,的一确二
灯泡,灯胆
旗号,灯号
灯烛辉煌,灯火辉煌
字谜,灯谜
灯胆,灯泡
灯炷,灯芯
灯芯,灯炷
登陆,登岸
至高无上,登峰造极
振臂一呼,登高一呼
登位,登基
录取,登科
比画,比划
登岸,登陆
爬山,登山
立地,登时
尸解,登仙
等候,等待
比及,等到
比较,比力
衰草连天,衰草如烟
周而复始,循环往复
纤尘不染,一尘不染
庆幸,高兴
期待,等候
品级,等级
轻易,等闲
即是,等于
石崇之富,邓通之财
怒视,瞪眼
克己,低廉甜头
低沉,低落
窃窃私议,低声密谈
交头接耳,低声密语
低首下心,低头屈膝
点水不漏,滴水不漏
淌下,滴下
仇人,敌人
对手,敌手
嫡系,嫡派
呻吟,嗟叹
天伦,嫡亲
余晖,朝霞
玲珑,小巧
唐突,鲁莽
弥漫,洋溢
根本,底子
比较,对照
柔和,温和
匹配,婚配
比力,比较
比力,斗劲
比力,角力计较
奚落,挖苦
比力,较量
比量齐观,同等看待
比拟,相比
比年,近年
行踪,行迹
融洽,和谐
寂寞,孤单
比年,连年
比年,频年
比年不登,岁比不登
比如,好比
比赛,角逐
比赛,竞赛
比手划脚,指手画脚
比武,交锋
比武,交手
比翼双飞,夫唱妇随
比翼双飞,鹿车共勉
比翼双飞,琴瑟调和
比翼双飞,琴瑟和谐
比翼双飞,琴瑟同谱
比翼双飞,琴瑟同谐
比翼双飞,琴瑟之好
比翼双飞,鸾凤和鸣
比照,对照
